"artist","firstName","gender","itemInSession","lastName","length","level","location","sessionId","song","userId"
"David Banner / Chris Brown / Yung Joc","Tegan","F","16","Levine","224.54812","paid","Portland-South Portland, ME","848","Get Like Me","80"
"Tracy Nelson","Rylan","M","8","George","272.74404","paid","Birmingham-Hoover, AL","854","Cry On (Album Version)","16"
"Mogwai","Tegan","F","17","Levine","327.23546","paid","Portland-South Portland, ME","848","Kids Will Be Skeletons","80"
"Peter Tosh","Rylan","M","9","George","790.36036","paid","Birmingham-Hoover, AL","854","Rastafari Is","16"
"Bernard Fanning","Tegan","F","18","Levine","151.09179","paid","Portland-South Portland, ME","848","Wish You Well","80"
"Origin Unknown","Tegan","F","19","Levine","273.44934","paid","Portland-South Portland, ME","848","Valley of the Shadows","80"
"Kristofer ÃÂstrÃÂ¶m","Tegan","F","20","Levine","341.26322","paid","Portland-South Portland, ME","848","Not Cool Again","80"
"Kiuas","Rylan","M","10","George","265.24689","paid","Birmingham-Hoover, AL","854","The New Chapter","16"
"Cage The Elephant","Tegan","F","21","Levine","228.0224","paid","Portland-South Portland, ME","848","Back Against The Wall","80"
"Stephen Fretwell","Rylan","M","11","George","215.69261","paid","Birmingham-Hoover, AL","854","Emily","16"
"Randy Crawford","Tegan","F","22","Levine","270.75873","paid","Portland-South Portland, ME","848","Almaz","80"
"Justice","Rylan","M","12","George","236.12036","paid","Birmingham-Hoover, AL","854","DVNO","16"
"Alliance Ethnik","Tegan","F","23","Levine","252.21179","paid","Portland-South Portland, ME","848","ReprÃÂ©sente","80"
"Kaiser Chiefs","Rylan","M","13","George","221.07383","paid","Birmingham-Hoover, AL","854","Try Your Best","16"
"Krokus","Rylan","M","14","George","254.51057","paid","Birmingham-Hoover, AL","854","Out Of Control","16"
"Bloodhound Gang","Tegan","F","24","Levine","261.79873","paid","Portland-South Portland, ME","848","The Bad Touch","80"
"Naughty By Nature","Rylan","M","15","George","269.68771","paid","Birmingham-Hoover, AL","854","O.P.P.","16"
"The Mercury Program","Tegan","F","25","Levine","439.50975","paid","Portland-South Portland, ME","848","Fragile or Possibly Extinct","80"
"Filterfunk","Aiden","M","0","Hess","173.03465","free","La Crosse-Onalaska, WI-MN","760","S.O.S. (Message In A Bottle) (Hi_Tack Radio Edit)","86"
"Genesis","Ryan","M","0","Smith","265.97832","free","San Jose-Sunnyvale-Santa Clara, CA","853","That's All (2007 Digital Remaster)","26"
"Selena Gomez & The Scene","Aiden","M","1","Hess","172.61669","free","La Crosse-Onalaska, WI-MN","760","Stop & Erase","86"
"Public Image Ltd","Rylan","M","16","George","550.68689","paid","Birmingham-Hoover, AL","854","Theme","16"
"Johnny Winter","Tegan","F","26","Levine","223.81669","paid","Portland-South Portland, ME","848","Still Alive And Well","80"
"Gordon Lightfoot","Rylan","M","17","George","179.9571","paid","Birmingham-Hoover, AL","854","Long Thin Dawn","16"
"The Courteeners","Ryan","M","1","Smith","225.48853","free","San Jose-Sunnyvale-Santa Clara, CA","868","Take Over The World","26"
"Daughtry","Tucker","M","0","Garrison","201.63873","free","Oxnard-Thousand Oaks-Ventura, CA","798","Gone","40"
"Sugarman 3","Avery","F","1","Watkins","177.44934","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Honey Wagon","30"
"Shawn McDonald","Devin","M","0","Larson","358.89587","free","Tampa-St. Petersburg-Clearwater, FL","765","Lovely","60"
"El Cuarteto De Nos","Avery","F","2","Watkins","241.44934","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Invierno Del 92","30"
"Chromeo","Avery","F","3","Watkins","274.31138","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Rage!","30"
"Aaliyah","Devin","M","1","Larson","266.50077","free","Tampa-St. Petersburg-Clearwater, FL","765","Are You That Somebody? ( LP Version )","60"
"Rick James","Avery","F","4","Watkins","209.97179","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Stone City Band_ Hi!","30"
"John Mayer","Avery","F","5","Watkins","548.88444","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Clarity","30"
"Ticanaf","Samuel","M","1","Gonzalez","2594.87302","free","Houston-The Woodlands-Sugar Land, TX","748","The Thousand Names of Lord Shiva (Part 1)","61"
"Symphony X","Avery","F","6","Watkins","98.21995","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Prelude","30"
"Cat Stevens","Avery","F","7","Watkins","252.81261","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Peace Train","30"
"The Kills","Avery","F","8","Watkins","203.38893","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Last Day Of Magic","30"
"De-Phazz","Avery","F","9","Watkins","177.50159","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Better Now","30"
"Tree63","Avery","F","10","Watkins","137.79546","paid","San Jose-Sunnyvale-Santa Clara, CA","691","You Only (Acoustic Version)","30"
"Kings Of Leon","Layla","F","5","Griffin","238.8371","paid","Lake Havasu City-Kingman, AZ","809","Happy Alone","24"
"Kings Of Convenience","Avery","F","11","Watkins","227.44771","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Sorry Or Please","30"
"Metallica","Avery","F","12","Watkins","415.16363","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Fade To Black","30"
"Dimmu Borgir","Layla","F","6","Griffin","385.41016","paid","Lake Havasu City-Kingman, AZ","809","A succubus in rapture","24"
"Panda","Layla","F","7","Griffin","120.47628","paid","Lake Havasu City-Kingman, AZ","809","AmnistÃÂ­a","24"
"Jackson Do Pandeiro","Avery","F","13","Watkins","157.51791","paid","San Jose-Sunnyvale-Santa Clara, CA","691","O Canto Da Ema","30"
"Kid Cudi","Celeste","F","0","Williams","227.34322","free","Klamath Falls, OR","860","Up Up & Away","53"
"Kate Voegele","Layla","F","8","Griffin","218.01751","paid","Lake Havasu City-Kingman, AZ","809","You Can't Break A Broken Heart","24"
"Bill Withers","Avery","F","14","Watkins","383.73832","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Make Love To Your Mind","30"
"Matt Redman","Sylvie","F","0","Cruz","303.46404","free","Washington-Arlington-Alexandria, DC-VA-MD-WV","864","Blessed Be Your Name","10"
"Stacie Orrico","Celeste","F","1","Williams","225.35791","free","Klamath Falls, OR","860","Stuck (Album Version)","53"
"Shadows Fall","Layla","F","9","Griffin","220.3424","paid","Lake Havasu City-Kingman, AZ","809","War","24"
"The Killers","Avery","F","16","Watkins","246.80444","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Read My Mind","30"
"Atmosphere","Avery","F","17","Watkins","257.38404","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Trying To Find A Balance","30"
"La Ley","Emily","F","0","Benson","271.69914","paid","Augusta-Richmond County, GA-SC","852","DÃÂ­a cero","58"
"Jackson C. Frank","Avery","F","18","Watkins","164.04853","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Halloween Is Black As Night","30"
"Juno Reactor","Avery","F","19","Watkins","365.40036","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Masters Of Universe","30"
"Kid Cudi","Emily","F","1","Benson","220.89098","paid","Augusta-Richmond County, GA-SC","852","Sky Might Fall","58"
"Luza","Mohammad","M","0","Rodriguez","76.66893","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Outro","88"
"Mayday Parade","Emily","F","2","Benson","247.92771","paid","Augusta-Richmond County, GA-SC","852","Take This To Heart (Album)","58"
"Tokio Hotel","Mohammad","M","1","Rodriguez","220.3424","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Totgeliebt","88"
"Madonna","Avery","F","20","Watkins","260.75383","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Beautiful Stranger","30"
"Sneaker Pimps","Emily","F","3","Benson","246.22975","paid","Augusta-Richmond County, GA-SC","852","Walking Zero","58"
"Dido","Mohammad","M","2","Rodriguez","217.83465","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Thank You","88"
"Static-X","Avery","F","21","Watkins","134.13832","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Monster (Album Version)","30"
"Golden Smog","Emily","F","4","Benson","222.69342","paid","Augusta-Richmond County, GA-SC","852","Ill Fated","58"
"504 Boyz","Avery","F","22","Watkins","269.03465","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Tight Whips","30"
"The Ruts","Makinley","F","5","Jones","338.96444","free","Chicago-Naperville-Elgin, IL-IN-WI","732","West One (Shine On Me)","17"
"Beanfield","Mohammad","M","3","Rodriguez","366.0273","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Human Patterns","88"
"Florence + The Machine","Emily","F","5","Benson","219.66322","paid","Augusta-Richmond County, GA-SC","852","Dog Days Are Over (Radio Edit)","58"
"Pepper","Avery","F","23","Watkins","235.31057","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Dry Spell (LP Version)","30"
"Florence + The Machine","Mohammad","M","4","Rodriguez","206.47138","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Hardest Of Hearts","88"
"Coldplay","Emily","F","6","Benson","294.1122","paid","Augusta-Richmond County, GA-SC","852","Fix You","58"
"Coldplay","Avery","F","24","Watkins","228.77995","paid","San Jose-Sunnyvale-Santa Clara, CA","691","In My Place","30"
"Boys Like Girls featuring Taylor Swift","Emily","F","7","Benson","242.83383","paid","Augusta-Richmond County, GA-SC","852","Two Is Better Than One","58"
"Everclear","Avery","F","25","Watkins","222.61506","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Summerland","30"
"Erasure","Mohammad","M","9","Rodriguez","242.28526","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Always (7'' Mix)","88"
"Two Door Cinema Club","Avery","F","26","Watkins","209.73669","paid","San Jose-Sunnyvale-Santa Clara, CA","691","This Is The Life","30"
"Serj Tankian","Emily","F","9","Benson","281.46893","paid","Augusta-Richmond County, GA-SC","852","Saving Us (Album Version)","58"
"Mamonas Assassinas","Avery","F","27","Watkins","156.682","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Jumento Celestino","30"
"Sara Groves","Mohammad","M","12","Rodriguez","287.45098","paid","Sacramento--Roseville--Arden-Arcade, CA","812","What Do I Know","88"
"Antonio Carlos Jobim","Emily","F","10","Benson","151.77098","paid","Augusta-Richmond County, GA-SC","852","Ela E Carioca","58"
"Jorge Drexler","Avery","F","28","Watkins","212.55791","paid","San Jose-Sunnyvale-Santa Clara, CA","691","La Huella De Tu Mirada","30"
"Antony & The Johnsons","Emily","F","11","Benson","100.51873","paid","Augusta-Richmond County, GA-SC","852","What Can I Do?","58"
"The Fugees","Mohammad","M","13","Rodriguez","281.20771","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Ready Or Not","88"
"Matt Costa","Emily","F","12","Benson","215.17016","paid","Augusta-Richmond County, GA-SC","852","Behind The Moon","58"
"Limp Bizkit","Avery","F","29","Watkins","270.49751","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Behind Blue Eyes","30"
"Florence + The Machine","Emily","F","13","Benson","206.47138","paid","Augusta-Richmond County, GA-SC","852","Hardest Of Hearts","58"
"She & Him","Mohammad","M","14","Rodriguez","134.32118","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Black Hole","88"
"the bird and the bee","Avery","F","30","Watkins","229.32853","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Baby","30"
"Lonnie Gordon","Mohammad","M","15","Rodriguez","181.21098","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Catch You Baby (Steve Pitron & Max Sanna Radio Edit)","88"
"Five Iron Frenzy","Emily","F","14","Benson","236.09424","paid","Augusta-Richmond County, GA-SC","852","Canada","58"
"Epidemic","Avery","F","31","Watkins","198.89587","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Walk Away (Single/LP Version)","30"
"BjÃÂ¶rk","Mohammad","M","16","Rodriguez","348.57751","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Undo","88"
"TV On The Radio","Emily","F","15","Benson","336.48281","paid","Augusta-Richmond County, GA-SC","852","Love Dog","58"
"Prince & The Revolution","Avery","F","32","Watkins","227.65669","paid","San Jose-Sunnyvale-Santa Clara, CA","691","Kiss (LP Version)","30"
"Paramore","Mohammad","M","17","Rodriguez","267.65016","paid","Sacramento--Roseville--Arden-Arcade, CA","812","The Only Exception (Album Version)","88"
"LÃÂ©o FerrÃÂ©","Emily","F","16","Benson","144.53506","paid","Augusta-Richmond County, GA-SC","852","Le Vin De L'Assassin","58"
"No Te Va Gustar","Emily","F","17","Benson","206.99383","paid","Augusta-Richmond County, GA-SC","852","Dejame Bailar","58"
"Kid Cudi / MGMT / Ratatat","Mohammad","M","18","Rodriguez","295.67955","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Pursuit Of Happiness (nightmare)","88"
"Clementina De Jesus","Emily","F","18","Benson","126.58893","paid","Augusta-Richmond County, GA-SC","852","Madrugada","58"
"Guano Apes","Emily","F","19","Benson","273.26649","paid","Augusta-Richmond County, GA-SC","852","Living In A Lie","58"
"Dizmas","Mohammad","M","19","Rodriguez","228.85832","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Night Divine (On A Search In America Album Version)","88"
"Justin Bieber","Mohammad","M","20","Rodriguez","264.35873","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Never Let You Go","88"
"Mark Ronson","Emily","F","20","Benson","238.73261","paid","Augusta-Richmond County, GA-SC","852","Diduntdidunt (featuring Saigon) (Amended Version)","58"
"Betty Carter","Mohammad","M","21","Rodriguez","118.282","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Look No Further","88"
"JosÃÂ© Gonzalez","Emily","F","21","Benson","158.48444","paid","Augusta-Richmond County, GA-SC","852","Heartbeats","58"
"Chris Brown","Mohammad","M","22","Rodriguez","252.05506","paid","Sacramento--Roseville--Arden-Arcade, CA","812","With You","88"
"Elton John","Emily","F","22","Benson","417.01832","paid","Augusta-Richmond County, GA-SC","852","Song For Guy","58"
"Florence + The Machine","Mohammad","M","23","Rodriguez","290.48118","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Rabbit Heart (Raise It Up)","88"
"Moca","Lily","F","0","Burns","305.05751","free","New York-Newark-Jersey City, NY-NJ-PA","885","Latein","32"
"Flogging Molly","Emily","F","24","Benson","333.53098","paid","Augusta-Richmond County, GA-SC","852","What's Left of the Flag","58"
"Carly Simon","Mohammad","M","24","Rodriguez","195.39546","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Boys In The Trees (LP Version)","88"
"The Prodigy","Mohammad","M","25","Rodriguez","225.09669","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Firestarter","88"
"Slipknot","Lily","F","1","Burns","159.76444","free","New York-Newark-Jersey City, NY-NJ-PA","885","Spit It Out [Explicit]","32"
"Baroness","Emily","F","25","Benson","60.29016","paid","Augusta-Richmond County, GA-SC","852","Blackpowder Orchard","58"
"Ricchi E Poveri","Emily","F","26","Benson","256.13016","paid","Augusta-Richmond County, GA-SC","852","La Prima Cosa Bella","58"
"Linkin Park","Mohammad","M","27","Rodriguez","494.99383","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Bleed It Out [Live At Milton Keynes]","88"
"Ed Harcourt","Emily","F","27","Benson","257.74975","paid","Augusta-Richmond County, GA-SC","852","Rain On The Pretty Ones","58"
"India.Arie","Emily","F","28","Benson","326.76526","paid","Augusta-Richmond County, GA-SC","852","India'Song","58"
"Country Joe & The Fish","Mohammad","M","28","Rodriguez","294.76526","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Rockin Round The World","88"
"India.Arie","Emily","F","29","Benson","231.6273","paid","Augusta-Richmond County, GA-SC","852","Beautiful Flower","58"
"Sia","Mohammad","M","29","Rodriguez","208.61342","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Playground","88"
"FONZIE","Emily","F","30","Benson","254.56281","paid","Augusta-Richmond County, GA-SC","852","Wake Up Call","58"
"Phil Wickham","Mohammad","M","30","Rodriguez","273.03138","paid","Sacramento--Roseville--Arden-Arcade, CA","812","The Time Is Now","88"
"Two Door Cinema Club","Emily","F","31","Benson","168.09751","paid","Augusta-Richmond County, GA-SC","852","Undercover Martyn","58"
"T.I.","Mohammad","M","31","Rodriguez","263.02649","paid","Sacramento--Roseville--Arden-Arcade, CA","812","The Greatest [Featuring Mannie Fresh] (Amended Album Version)","88"
"Dominique A","Emily","F","32","Benson","153.20771","paid","Augusta-Richmond County, GA-SC","852","Le Courage Des Oiseaux","58"
"Angus & Julia Stone","Mohammad","M","32","Rodriguez","290.71628","paid","Sacramento--Roseville--Arden-Arcade, CA","812","What You Wanted","88"
"Eels","Emily","F","33","Benson","286.85016","paid","Augusta-Richmond County, GA-SC","852","Not Ready Yet","58"
"David Bowie","Mohammad","M","33","Rodriguez","189.98812","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Let's Spend The Night Together (1999 Digital Remaster)","88"
"Gov't Mule","Emily","F","34","Benson","258.14159","paid","Augusta-Richmond County, GA-SC","852","Mr. Man","58"
"Huntingtons","Mohammad","M","34","Rodriguez","65.85424","paid","Sacramento--Roseville--Arden-Arcade, CA","812","FFT (The Good_ The Bad_ And The Ugly Album Version)","88"
"Kathy Mattea","Mohammad","M","35","Rodriguez","225.59302","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Come Away With Me","88"
"Molotov","Mohammad","M","36","Rodriguez","210.07628","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Frijolero","88"
"Godsmack","Mohammad","M","37","Rodriguez","265.9522","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Moon Baby","88"
"Kings Of Leon","Mohammad","M","38","Rodriguez","237.26975","paid","Sacramento--Roseville--Arden-Arcade, CA","812","Trunk","88"
"Metallica","Aiden","M","0","Hess","415.16363","free","La Crosse-Onalaska, WI-MN","869","Fade To Black","86"
"Raimundos","Aiden","M","1","Hess","131.05587","free","La Crosse-Onalaska, WI-MN","869","Oliver'S Army","86"
"Linkin Park","Aiden","M","2","Hess","494.99383","free","La Crosse-Onalaska, WI-MN","869","Bleed It Out [Live At Milton Keynes]","86"
"Damian Marley / Bunny Wailer","Aiden","M","3","Hess","329.06404","free","La Crosse-Onalaska, WI-MN","869","Confrontation","86"
"Mos Def","Kinsley","F","1","Young","188.86485","paid","Red Bluff, CA","793","Caldonia","85"
"Yann Tiersen","Anabelle","F","0","Simpson","120.39791","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","858","La Valse D'AmÃÂ©lie (Version Orchestre)","69"
"Fatboy Slim","Kinsley","F","2","Young","221.51791","paid","Red Bluff, CA","793","Everybody Needs A 303","85"
"Meg & Dia","Kinsley","F","3","Young","209.26649","paid","Red Bluff, CA","793","Masterpiece (Album Version)","85"
"Chicks On Speed","Kinsley","F","4","Young","263.13098","paid","Red Bluff, CA","793","Wordy Rappinghood","85"
"The Kills","Kinsley","F","5","Young","231.91465","paid","Red Bluff, CA","793","Goodnight Bad Morning","85"
"Jaci Velasquez","Kinsley","F","0","Young","200.95955","paid","Red Bluff, CA","891","Something (Album Version)","85"
"Coldplay","Kinsley","F","1","Young","268.38159","paid","Red Bluff, CA","891","Yellow","85"
"Clannad","Kinsley","F","2","Young","299.62404","paid","Red Bluff, CA","891","Love And Affection","85"
"Black Eyed Peas","Kinsley","F","3","Young","193.88036","paid","Red Bluff, CA","891","Gone Going","85"
"Evanescence","Kinsley","F","4","Young","273.37098","paid","Red Bluff, CA","891","My Immortal (bonus)","85"
"The Mossie","Kinsley","F","5","Young","147.19955","paid","Red Bluff, CA","891","Interlude #1 (Mama)","85"
"Michael W. Smith","Kinsley","F","6","Young","254.79791","paid","Red Bluff, CA","891","Draw Me Close","85"
"The Killers","Kinsley","F","7","Young","258.89914","paid","Red Bluff, CA","891","On Top","85"
"Michael BublÃÂ©","Kinsley","F","8","Young","184.94649","paid","Red Bluff, CA","891","Some Kind Of Wonderful (Non-Album Track)","85"
"Harmonia","Kinsley","F","9","Young","655.77751","paid","Red Bluff, CA","891","Sehr kosmisch","85"
"Bobby Goldsboro","Kinsley","F","10","Young","238.602","paid","Red Bluff, CA","891","Honey","85"
"Creedence Clearwater Revived","Kinsley","F","11","Young","297.87383","paid","Red Bluff, CA","891","Suzy Q","85"
"Ghostland Observatory","Kinsley","F","12","Young","301.13914","paid","Red Bluff, CA","891","Robotique Majestique (Album)","85"
"Feist","Aiden","M","0","Hess","184.94649","free","La Crosse-Onalaska, WI-MN","889","My Moon My Man","86"
"Uncle Kracker","Kinsley","F","13","Young","216.08444","paid","Red Bluff, CA","891","Follow Me (Explicit LP Version)","85"
"Per Gessle","Kinsley","F","14","Young","192.67873","paid","Red Bluff, CA","891","Listen To Your Heart (Cologne)","85"
"Big & Rich","Kinsley","F","15","Young","298.23955","paid","Red Bluff, CA","891","8th Of November (Album Version) (w/o Intro)","85"
"Dead Can Dance","Kinsley","F","16","Young","230.05995","paid","Red Bluff, CA","891","The Writing On My Fathers Hand","85"
"Alliance Ethnik","Kinsley","F","17","Young","195.94404","paid","Red Bluff, CA","891","SinceritÃÂ© Et Jalousie","85"
"DAVE MATTHEWS BAND","Kinsley","F","18","Young","109.50485","paid","Red Bluff, CA","891","#40","85"
"Victor Jara","Kinsley","F","20","Young","105.58649","paid","Red Bluff, CA","891","Ay Mi Palomita (1997 Digital Remaster)","85"
"Rose Royce","Kinsley","F","21","Young","275.9571","paid","Red Bluff, CA","891","Get Up Off Your Fat","85"
"Sex Pistols","Kinsley","F","22","Young","194.63791","paid","Red Bluff, CA","891","Who Was It (Demo Version Of 'EMI')","85"
"Devin Townsend","Kinsley","F","23","Young","436.40118","paid","Red Bluff, CA","891","The fluke","85"
"Szarka Gyula","Kinsley","F","24","Young","243.53914","paid","Red Bluff, CA","891","BorivÃÂ³knak valÃÂ³","85"
"The Clash","Kinsley","F","25","Young","186.06975","paid","Red Bluff, CA","891","I'm Not Down","85"
"DJ Shadow","Kinsley","F","26","Young","549.56363","paid","Red Bluff, CA","891","Blood On The Motorway","85"
"Beck","Kinsley","F","27","Young","139.59791","paid","Red Bluff, CA","891","Lemonade","85"
"Johnny Mathis","Kinsley","F","28","Young","140.93016","paid","Red Bluff, CA","891","Misty","85"
"Nicolai Dunger","Kinsley","F","29","Young","163.65669","paid","Red Bluff, CA","891","Our Filmscore","85"
"Miranda Cosgrove featuring Drake Bell","Kimber","F","1","Norris","161.04444","free","New York-Newark-Jersey City, NY-NJ-PA","488","Leave It All To Me (Theme from iCarly)","47"
"Barry Tuckwell/Academy of St Martin-in-the-Fields/Sir Neville Marriner","Mohammad","M","0","Rodriguez","277.15873","paid","Sacramento--Roseville--Arden-Arcade, CA","961","Horn Concerto No. 4 in E flat K495: II. Romance (Andante cantabile)","88"
"Jimi Hendrix","Mohammad","M","1","Rodriguez","239.82975","paid","Sacramento--Roseville--Arden-Arcade, CA","961","Woodstock Inprovisation","88"
"Building 429","Mohammad","M","2","Rodriguez","300.61669","paid","Sacramento--Roseville--Arden-Arcade, CA","961","Majesty (LP Version)","88"
"The B-52's","Gianna","F","0","Jones","321.54077","free","New York-Newark-Jersey City, NY-NJ-PA","107","Love Shack","38"
"Die Mooskirchner","Gianna","F","1","Jones","169.29914","free","New York-Newark-Jersey City, NY-NJ-PA","107","Frisch und g'sund","38"
"Carrie Underwood","Gianna","F","2","Jones","195.70893","free","New York-Newark-Jersey City, NY-NJ-PA","107","Look At Me","38"
"No Te Va Gustar","Kaylee","F","0","Summers","246.43873","free","Phoenix-Mesa-Scottsdale, AZ","833","Ya EntendÃÂ­","8"
"The Velvet Underground / Nico","Kaylee","F","1","Summers","360.09751","free","Phoenix-Mesa-Scottsdale, AZ","833","All Tomorrow's Parties","8"
"Snoop Dogg / Jamie Foxx","Kaylee","F","2","Summers","179.35628","free","Phoenix-Mesa-Scottsdale, AZ","833","Psst!","8"
"Dixie Chicks","Kaylee","F","3","Summers","201.01179","free","Phoenix-Mesa-Scottsdale, AZ","833","There's Your Trouble","8"
"Linkin Park","Kaylee","F","5","Summers","189.28281","free","Phoenix-Mesa-Scottsdale, AZ","833","Given Up (Album Version)","8"
"Alice In Chains","Kevin","M","0","Arellano","239.35955","free","Harrisburg-Carlisle, PA","934","Take Her Out","66"
"Florence + The Machine","Anabelle","F","1","Simpson","176.69179","free","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","926","My Boy Builds Coffins","69"
"Spoon","Theodore","M","0","Smith","299.20608","free","Houston-The Woodlands-Sugar Land, TX","968","The Mystery Zone","52"
"Alice In Chains","Aiden","M","1","Hess","223.26812","free","La Crosse-Onalaska, WI-MN","917","Would?","86"
"Natalie Walker","Aiden","M","2","Hess","191.84281","free","La Crosse-Onalaska, WI-MN","917","Colorblind","86"
"Traveling Wilburys","Ava","F","0","Robinson","207.59465","free","New Haven-Milford, CT","940","End Of The Line","50"
"Cherokee","Chloe","F","0","Cuevas","414.6673","paid","San Francisco-Oakland-Hayward, CA","960","Relax","49"
"NOFX","Chloe","F","1","Cuevas","1099.78077","paid","San Francisco-Oakland-Hayward, CA","960","The Decline","49"
"Cameo","Chloe","F","2","Cuevas","211.98322","paid","San Francisco-Oakland-Hayward, CA","960","Word Up!","49"
"Natalia Lafourcade","Layla","F","0","Griffin","264.25424","paid","Lake Havasu City-Kingman, AZ","879","Look Outside","24"
"J Dilla","Layla","F","1","Griffin","232.46322","paid","Lake Havasu City-Kingman, AZ","879","Won't Do","24"
"Sergio Mendes","Layla","F","2","Griffin","254.85016","paid","Lake Havasu City-Kingman, AZ","879","Never Gonna Let You Go","24"
"Jarabe De Palo","Layla","F","3","Griffin","205.08689","paid","Lake Havasu City-Kingman, AZ","879","En Lo Puro No Hay Futuro","24"
"Carrie Underwood","Layla","F","4","Griffin","257.88036","paid","Lake Havasu City-Kingman, AZ","879","I Told You So","24"
"Enigma","Elijah","M","0","Davis","258.71628","free","Detroit-Warren-Dearborn, MI","138","Je T'aime Till My Dying Day","5"
"Kelly Clarkson","Layla","F","5","Griffin","221.09995","paid","Lake Havasu City-Kingman, AZ","879","The Trouble With Love Is","24"
"Timbaland & Magoo","Layla","F","6","Griffin","279.7971","paid","Lake Havasu City-Kingman, AZ","879","Put 'Em On","24"
"The Wombats","Elijah","M","1","Davis","69.95546","free","Detroit-Warren-Dearborn, MI","138","Tales of Girls_ Boys and Marsupials (album version)","5"
"Andrew Bird","Elijah","M","2","Davis","316.47302","free","Detroit-Warren-Dearborn, MI","138","Skin Is_ My","5"
"Colin James","Layla","F","8","Griffin","298.52689","paid","Lake Havasu City-Kingman, AZ","879","Just Came Back","24"
"Los Wawanco","Rylan","M","0","George","165.79873","paid","Birmingham-Hoover, AL","871","La Casita Blanca","16"
"Dancing DJ's v Roxette","Layla","F","9","Griffin","370.78159","paid","Lake Havasu City-Kingman, AZ","879","Fading Like A Flower (Extended Mix)","24"
"Robert Rich & Alio Die","Layla","F","10","Griffin","375.92771","paid","Lake Havasu City-Kingman, AZ","879","Sirena","24"
"Gabin featuring China Moses","Layla","F","11","Griffin","249.36444","paid","Lake Havasu City-Kingman, AZ","879","The Other Way Round (Feat. China Moses)","24"
"Los Lobos","Aiden","M","0","Hess","174.18404","free","La Crosse-Onalaska, WI-MN","978","La Bamba","86"
"Robert Pollard","Aiden","M","1","Hess","202.91873","free","La Crosse-Onalaska, WI-MN","978","We All Got Out (of the Army)","86"
"MÃÂ¥ns ZelmerlÃÂ¶w","Aiden","M","2","Hess","206.96771","free","La Crosse-Onalaska, WI-MN","978","Brother Oh Brother","86"
"Shakira","Aiden","M","3","Hess","192.70485","free","La Crosse-Onalaska, WI-MN","978","Did it Again","86"
"Showbread","Aiden","M","4","Hess","297.58649","free","La Crosse-Onalaska, WI-MN","978","The Pig","86"
"DHT Feat. EdmÃÂ©e","Chloe","F","1","Cuevas","229.98159","paid","San Francisco-Oakland-Hayward, CA","982","Listen To Your Heart","49"
